"","Gene_name","Protein_name","Protein_ID","Fold_change","P_value"
"2321","SS18L1","Calcium-responsive transactivator","O75177",0.189683034246317,0.0018811801
"2322","SNRPE","Small nuclear ribonucleoprotein E","P62304",0.134837602989676,0.0077671888
"2323","CREBBP","CREB-binding protein","Q92793",0.242570407279183,0.001134156
"2324","MED1","Mediator of RNA polymerase II transcription subunit 1","Q15648",0.272032304633163,0.00087558478
"2325","BCL7B","B-cell CLL/lymphoma 7 protein family member B","Q9BQE9",0.202314190673252,0.0023708101
"2326","YIF1A","Protein YIF1A","O95070",0.219783676700131,0.00189975
"2327","CNOT7","CCR4-NOT transcription complex subunit 7","Q9UIV1",0.241663511604496,0.0016471746
"2328","CNOT3","CCR4-NOT transcription complex subunit 3","O75175",0.199724860650284,0.003288229
"2329","HDAC3","Histone deacetylase 3","O15379",0.213472455918779,0.0026822411
"2330","RQCD1","Cell differentiation protein RCD1 homolog","Q92600",0.228845863552151,0.0022587327
"2331","RFX7","DNA-binding protein RFX7","Q2KHR2",0.136192083945339,0.013924256
"2332","NCOA6","Nuclear receptor coactivator 6","Q14686",0.332018448252326,0.00080040871
"2333","HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","P98160",0.308213372725456,0.0010288815
"2334","NCOR1","Nuclear receptor corepressor 1","O75376",0.222458846795099,0.0031562159
"2335","CCAR1","Cell division cycle and apoptosis regulator protein 1","Q8IX12",0.256664770408441,0.0020632942
"2336","HELZ","Probable helicase with zinc finger domain","P42694",0.395035810737113,0.00051036756
"2337","NUP62","Nuclear pore glycoprotein p62","P37198",0.306192600416623,0.0012192115
"2338","PEG10","Retrotransposon-derived protein PEG10","Q86TG7",0.34851855801743,0.00080916035
"2339","CRTC3","CREB-regulated transcription coactivator 3","Q6UUV7",0.260794538088804,0.0021497111
"2340","CPEB4","Cytoplasmic polyadenylation element-binding protein 4","Q17RY0",0.230843842256304,0.0032967133
"2341","MAP3K7","Mitogen-activated protein kinase kinase kinase 7","O43318",0.245461682613895,0.0027121229
"2342","BCL7A","B-cell CLL/lymphoma 7 protein family member A","Q4VC05",0.174876170333383,0.0085083926
"2343","ZCCHC8","Zinc finger CCHC domain-containing protein 8","Q6NZY4",0.225451271087135,0.0036600111
"2344","ANKHD1","Ankyrin repeat and KH domain-containing protein 1","Q8IWZ3",0.205925711606048,0.0051819431
"2345","RBMXL1","RNA binding motif protein, X-linked-like-1","Q96E39",0.424638294301388,0.0004685302
"2346","FAM195A","Protein FAM195A","Q9BUT9",0.26163091107194,0.0023814901
"2347","KDM1A","Lysine-specific histone demethylase 1A","O60341",0.313067526419276,0.0014429284
"2348","TAB1","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1","Q15750",0.225898165904132,0.0046119378
"2349","RANBP2","E3 SUMO-protein ligase RanBP2","P49792",0.165066907309336,0.014718118
"2350","GSE1","Genetic suppressor element 1","Q14687",0.47322754760613,0.00048487238
"2351","FOXC2","Forkhead box protein C2","Q99958",0.278979641558878,0.0028556427
"2352","RBM7","RNA-binding protein 7","Q9Y580",0.303622628039998,0.0022143172
"2353","COL12A1","Collagen alpha-1(XII) chain","Q99715",0.280606703452597,0.00287775
"2354","ZNF638","Zinc finger protein 638","Q14966",0.407385435875217,0.0008900559
"2355","SMARCD3","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3","Q6STE5",0.304085583205995,0.0024341801
"2356","SAFB2","Scaffold attachment factor B2","Q14151",0.250451837481413,0.0051225089
"2357","LUZP1","Leucine zipper protein 1","Q86V48",0.282169064337888,0.003475745
"2358","WDR33","pre-mRNA 3 end processing protein WDR33","Q9C0J8",0.285467957350243,0.0033928759
"2359","SUPT5H","Transcription elongation factor SPT5","O00267",0.277347344023754,0.004216352
"2360","WTAP","Pre-mRNA-splicing regulator WTAP","Q15007",0.413963397994067,0.0011168007
"2361","TRIM32","E3 ubiquitin-protein ligase TRIM32","Q13049",0.327224956473453,0.0026130534
"2362","MED20","Mediator of RNA polymerase II transcription subunit 20","Q9H944",0.307930405619604,0.0034184237
"2363","DYRK1A","Dual specificity tyrosine-phosphorylation-regulated kinase 1A","Q13627",0.493737814170104,0.00079763558
"2364","TNRC6B","Trinucleotide repeat-containing gene 6B protein","Q9UPQ9",0.337393801563566,0.0028980623
"2365","TRRAP","Transformation/transcription domain-associated protein","Q9Y4A5",0.346323054106432,0.0027720523
"2366","SORBS2","Sorbin and SH3 domain-containing protein 2","O94875",0.401447239610315,0.0017396366
"2367","WDR6","WD repeat-containing protein 6","Q9NNW5",0.24616855156848,0.0089114364
"2368","CLP1","Polyribonucleotide 5-hydroxyl-kinase Clp1","Q92989",0.323130778952397,0.0036323394
"2369","MED13L","Mediator of RNA polymerase II transcription subunit 13-like","Q71F56",0.391710606139574,0.0023909104
"2370","ENY2","Transcription and mRNA export factor ENY2","Q9NPA8",0.444897037815807,0.0018315476
"2371","TANC2","Protein TANC2","Q9HCD6",0.308007480125807,0.0069692763
"2372","MED6","Mediator of RNA polymerase II transcription subunit 6","O75586",0.312201090109213,0.0071810461
"2373","MED18","Mediator of RNA polymerase II transcription subunit 18","Q9BUE0",0.326234541111927,0.0062953108
"2374","RPL39","60S ribosomal protein L39","P62891",0.374007128510049,0.0040756972
"2375","HMGA1","High mobility group protein HMG-I/HMG-Y","P17096",0.279478758186663,0.010792837
"2376","MOV10","Putative helicase MOV-10","Q9HCE1",0.348857075056528,0.0055096862
"2377","MED27","Mediator of RNA polymerase II transcription subunit 27","Q6P2C8",0.319190578117397,0.0074649476
"2378","RBM33","RNA-binding protein 33","Q96EV2",0.240052911714078,0.019302949
"2379","FBRS","Probable fibrosin-1","Q9HAH7",0.344244893706866,0.0058777505
"2380","AGO2","Protein argonaute-2","Q9UKV8",0.341804446256564,0.0060188035
"2381","MAML1","Mastermind-like protein 1","Q92585",0.380875480447717,0.0042210026
"2382","AGO3","Protein argonaute-3","Q9H9G7",0.405793495093834,0.0035096556
"2383","LENG8","Leukocyte receptor cluster member 8","Q96PV6",0.397106087254399,0.0040613897
"2384","SF3B5","Splicing factor 3B subunit 5","Q9BWJ5",0.358799603543291,0.0058508157
"2385","TBL1X","F-box-like/WD repeat-containing protein TBL1X","O60907",0.296769104906513,0.01134098
"2386","SUB1","Activated RNA polymerase II transcriptional coactivator p15","P53999",0.264631209453625,0.017120127
"2387","SRSF2","Serine/arginine-rich splicing factor 2","Q01130",0.320670350306424,0.0093130209
"2388","MED13","Mediator of RNA polymerase II transcription subunit 13","Q9UHV7",0.329033406941498,0.0092892498
"2389","SEH1L","Nucleoporin SEH1","Q96EE3",0.343822044876519,0.008079581
"2390","WDR59","WD repeat-containing protein 59","Q6PJI9",0.305781459272521,0.012394411
"2391","DROSHA","Ribonuclease 3","Q9NRR4",0.480729942690205,0.0027864121
"2392","MED14","Mediator of RNA polymerase II transcription subunit 14","O60244",0.292024412199686,0.015977485
"2393","SKIV2L2","Superkiller viralicidic activity 2-like 2","P42285",0.259530415419633,0.024100997
"2394","CHD7","Chromodomain-helicase-DNA-binding protein 7","Q9P2D1",0.376381349951593,0.0070878635
"2395","TRPS1","Zinc finger transcription factor Trps1","Q9UHF7",0.326124030536623,0.011782533
"2396","TMED5","Transmembrane emp24 domain-containing protein 5","Q9Y3A6",0.489397679984091,0.0032815835
"2397","OTUD4","OTU domain-containing protein 4","Q01804",0.365520731414864,0.0089632915
"2398","CNOT2","CCR4-NOT transcription complex subunit 2","Q9NZN8",0.269772330060704,0.024991339
"2399","NCOA3","Nuclear receptor coactivator 3","Q9Y6Q9",0.382341741620087,0.007881186
"2400","UBQLN4","Ubiquilin-4","Q9NRR5",0.275602776070306,0.024437826
"2401","MED22","Mediator of RNA polymerase II transcription subunit 22","Q15528",0.424483121278761,0.0061889905
"2402","CAMK2G","Calcium/calmodulin-dependent protein kinase type II subunit gamma","Q13555",0.462701555993141,0.004803068
"2403","RBM15","Putative RNA-binding protein 15","Q96T37",0.439479609703053,0.0056996658
"2404","FN1","Fibronectin","P02751",0.371278056609872,0.011873859
"2405","CASC3","Protein CASC3","O15234",0.391730845226287,0.010713065
"2406","RBM10","RNA-binding protein 10","P98175",0.387272318388368,0.011432655
"2407","PHF3","PHD finger protein 3","Q92576",0.362444894212883,0.015541076
"2408","ZC3H4","Zinc finger CCCH domain-containing protein 4","Q9UPT8",0.387920471766166,0.012487536
"2409","SRSF4","Serine/arginine-rich splicing factor 4","Q08170",0.318616289635485,0.02422959
"2410","TNRC6A","Trinucleotide repeat-containing gene 6A protein","Q8NDV7",0.477455374398486,0.0065002777
"2411","TCF12","Transcription factor 12","Q99081",0.350773199638494,0.018608589
"2412","GPS2","G protein pathway suppressor 2","Q13227",0.383192971872398,0.013905461
"2413","RCOR1","REST corepressor 1","Q9UKL0",0.338737627093219,0.021666581
"2414","NKRF","NF-kappa-B-repressing factor","O15226",0.42459918641469,0.010796733
"2415","SNRPB","Small nuclear ribonucleoprotein-associated proteins B and B","P14678",0.293403041493497,0.043791711
"2416","ERCC3","TFIIH basal transcription factor complex helicase XPB subunit","P19447",0.356139837461057,0.023439297
"2417","TDRD3","Tudor domain-containing protein 3","Q9H7E2",0.409479161460702,0.015244205
"2418","BCL9","B-cell CLL/lymphoma 9 protein","O00512",0.43620087323434,0.012482723
"2419","PUM2","Pumilio homolog 2","Q8TB72",0.368293298284808,0.022286382
"2420","SHKBP1","SH3KBP1-binding protein 1","Q8TBC3",0.441175109005157,0.012252308
"2421","NHSL1","NHS-like protein 1","Q5SYE7",0.401035072598528,0.019049879
"2422","FOXK1","Forkhead box protein K1","P85037",0.39500827868268,0.021029577
"2423","PALM","Paralemmin-1","O75781",0.48285397610314,0.011964126
"2424","SCAF11","Protein SCAF11","Q99590",0.381896332459131,0.027211517
"2425","NFAT5","Nuclear factor of activated T-cells 5","O94916",0.426353122627373,0.02038005
"2426","CNOT10","CCR4-NOT transcription complex subunit 10","Q9H9A5",0.498138461835221,0.012252674
"2427","KCTD3","BTB/POZ domain-containing protein KCTD3","Q9Y597",0.483166670000222,0.014690773
"2428","PLEKHA6","Pleckstrin homology domain-containing family A member 6","Q9Y2H5",19.1050743686743,0.066976875
"2429","MUCL1","Mucin-like protein 1","Q96DR8",12.4749134925455,0.13503297
"2430","SLC25A5;SLC25A6;SLC25A4","ADP/ATP translocase 3","Q9H0C2",7.19643898288884,0.072941095
"2431","PGAM2","Phosphoglycerate mutase 2","P15259",6.55488873005104,0.070607863
"2432","HIST2H2AA3","Histone H2A type 2-A","Q6FI13",8.08272201340076,0.2476307
"2433","PDXDC2P","Putative pyridoxal-dependent decarboxylase domain-containing protein 2","Q6P474",4.33575522391309,0.061971117
"2434","VPS52","Vacuolar protein sorting-associated protein 52 homolog","Q8N1B4",4.61626569557516,0.090043172
"2435","C6","Complement component C6","P13671",3.59450763944267,0.073202565
"2436","DDX39B;DDX39A","Spliceosome RNA helicase DDX39B;ATP-dependent RNA helicase DDX39A","Q13838;O00148",4.26464835510913,0.14167471
"2437","RAB6B","Ras-related protein Rab-6B","Q9NRW1",5.16596516957374,0.2849052
"2438","RNASE4","Ribonuclease 4","P34096",3.6657569347345,0.096187711
"2439","PRKAA2","5-AMP-activated protein kinase catalytic subunit alpha-2","Q13131",2.89490871450213,0.058756396
"2440","RHEB","GTP-binding protein Rheb","Q15382",2.9032901490058,0.06966754
"2441","XAB2","Pre-mRNA-splicing factor SYF1","Q9HCS7",2.82308808920382,0.063916266
"2442","DMAP1","DNA methyltransferase 1-associated protein 1","Q9NPF5",2.97160115482977,0.082559861
"2443","CCZ1","Vacuolar fusion protein CCZ1 homolog","P86791",3.00244170956149,0.088317357
"2444","EIF2B2","Translation initiation factor eIF-2B subunit beta","P49770",2.7195362843329,0.066145875
"2445","MICA","MHC class I polypeptide-related sequence A","Q29983",2.74642586712029,0.070182241
"2446","TBC1D10B","TBC1 domain family member 10B","Q4KMP7",3.18090600485075,0.1211202
"2447","CAPG","Macrophage-capping protein","P40121",3.92380310829929,0.25022843
"2448","DDX19A;DDX19B","ATP-dependent RNA helicase DDX19A","Q9NUU7",3.03500791507799,0.10799682
"2449","GNL2","Nucleolar GTP-binding protein 2","Q13823",3.07804358950489,0.12286779
"2450","HIST1H2BC","Histone H2B type 1-C/E/F/G/I","P62807",2.31943616434575,0.05885651
"2451","GNG12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12","Q9UBI6",2.78713433031008,0.10884848
"2452","EPB41","Protein 4.1","P11171",2.63856756339356,0.10484515
"2453","NR4A1","Nuclear receptor subfamily 4 group A member 1","P22736",2.63907321921088,0.11068185
"2454","NELFB","Negative elongation factor B","Q8WX92",2.54908369228761,0.09966445
"2455","HELLS","Lymphoid-specific helicase","Q9NRZ9",2.25573797002537,0.066518024
"2456","SLC4A2","Anion exchange protein 2","P04920",2.13667564941035,0.057384867
"2457","PLAUR","Urokinase plasminogen activator surface receptor","Q03405",2.15072961494919,0.059104834
"2458","MET","Hepatocyte growth factor receptor","P08581",2.04286273759357,0.051145244
"2459","INF2","Inverted formin-2","Q27J81",2.03536298190579,0.050912414
"2460","GLA","Alpha-galactosidase A","P06280",2.0886446050322,0.058020286
"2461","PTP4A1","Protein tyrosine phosphatase type IVA 1","Q93096",2.15641905100218,0.069247231
"2462","PAK2","Serine/threonine-protein kinase PAK 2","Q13177",2.03071567978315,0.058747608
"2463","XPO5","Exportin-5","Q9HAV4",2.29902237407173,0.096098863
"2464","ROBO1","Roundabout homolog 1","Q9Y6N7",2.37595894978499,0.11724988
"2465","CAND1","Cullin-associated NEDD8-dissociated protein 1","Q86VP6",2.0574177891653,0.078309909
"2466","AKR1C2","Aldo-keto reductase family 1 member C2","P52895",2.41913586189685,0.14328703
"2467","LIN7A","Protein lin-7 homolog A","O14910",2.68786372774593,0.2050335
"2468","CXADR","Coxsackievirus and adenovirus receptor","P78310",2.21087233358856,0.11167706
"2469","AMIGO2","Amphoterin-induced protein 2","Q86SJ2",2.35890598235583,0.14750454
"2470","HIST1H2BB","Histone H2B type 2-E","Q16778",2.96032906433706,0.31693289
"2471","DLX6","Homeobox protein DLX-1","P56177",2.0554335039562,0.096126482
"2472","HRAS","GTPase KRas","P01112",2.62505726726149,0.22519305
"2473","DDX19A","ATP-dependent RNA helicase DDX19B","Q9UMR2",2.17396019140788,0.12874985
"2474","MSH6","DNA mismatch repair protein Msh6","P52701",2.18775494491506,0.14299174
"2475","GTF3C1","General transcription factor 3C polypeptide 1","Q12789",2.08885857125668,0.13000588
"2476","CDCP1","CUB domain-containing protein 1","Q9H5V8",2.15561863265079,0.23509517
"2477","DCTN1","Dynactin subunit 1","Q14203",2.03563274070766,0.20854397
"2478","SAR1B;SAR1A","GTP-binding protein SAR1b;GTP-binding protein SAR1a","Q9Y6B6;Q9NR31",2.11113446644833,0.23834538
"2479","STK26","Serine/threonine-protein kinase 26","Q9P289",2.1092516067871,0.25923854
"2480","H3F3A","Histone H3.3","P84243",2.09180944856725,0.28336781
"2481","AKAP2","A-kinase anchor protein 2","Q9Y2D5",1.77751157432771,0.00016929481
"2482","PRKACA;PRKACB","cAMP-dependent protein kinase catalytic subunit alpha","P17612",1.92292287788564,0.0010145647
"2483","ATP2B4","Plasma membrane calcium-transporting ATPase 4","P23634",1.85790793008678,0.0016032682
"2484","UBQLN4;UBQLN1","Ubiquilin-4;Ubiquilin-1","Q9NRR5;Q9UMX0",0.170626698627705,0.094580442
"2485","TCF20","Transcription factor 20","Q9UGU0",0.539758994516582,0.0036867314
"2486","CDC20","Cell division cycle protein 20 homolog","Q12834",1.83062108261995,0.0037956717
"2487","CDC42BPB","Serine/threonine-protein kinase MRCK beta","Q9Y5S2",1.7520542810673,0.0037128709
"2488","TAP1","Antigen peptide transporter 1","Q03518",1.58132232476801,0.0026599285
"2489","NCAPD2","Condensin complex subunit 1","Q15021",1.71156171804174,0.0038577749
"2490","SPECC1","Cytospin-B","Q5M775",1.97798751997531,0.0062419306
"2491","GIT1","ARF GTPase-activating protein GIT1","Q9Y2X7",1.74463953979752,0.0041973596
"2492","SSBP2","Single-stranded DNA-binding protein 2","P81877",1.89916060997136,0.0082889637
"2493","KIF13B","Kinesin-like protein KIF13B","Q9NQT8",1.99698096487743,0.0099706529
"2494","NELFA","Negative elongation factor A","Q9H3P2",1.8414490945399,0.0081569944
"2495","DNAJB1","DnaJ homolog subfamily B member 1","P25685",1.67321622055364,0.0074162446
"2496","CCNT1","Cyclin-T1","O60563",0.527612157917837,0.011944062
"2497","TFAP4","Transcription factor AP-4","Q01664",1.71857082769777,0.0091223363
"2498","CSNK2A1","Casein kinase II subunit alpha 3","P68400",0.517065972579529,0.013689158
"2499","DOCK7","Dedicator of cytokinesis protein 7","Q96N67",0.504076635149342,0.016157495
"2500","CLIC4","Chloride intracellular channel protein 4","Q9Y696",1.94477530270381,0.015281123
"2501","NFIA","Nuclear factor 1 A-type","Q12857",0.348395315259748,0.056001056
"2502","FKBP15","FK506-binding protein 15","Q5T1M5",1.90121329067758,0.015521882
"2503","PKP3","Plakophilin-3","Q9Y446",0.392480902862934,0.050848152
"2504","KIAA1522","Uncharacterized protein KIAA1522","Q9P206",1.83055630171537,0.017218351
"2505","DYNC1LI1","Cytoplasmic dynein 1 light intermediate chain 1","Q9Y6G9",1.81943665951597,0.017162384
"2506","TBL1Y","F-box-like/WD repeat-containing protein TBL1Y","Q9BQ87",0.273457544306502,0.17532554
"2507","RALB","Ras-related protein Ral-B","P11234",1.97248021947268,0.023065327
"2508","PQBP1","Polyglutamine-binding protein 1","O60828",1.61311907438224,0.0121481
"2509","RAB3GAP2","Rab3 GTPase-activating protein non-catalytic subunit","Q9H2M9",1.84483455958513,0.020959308
"2510","KIF11","Kinesin-like protein KIF11","P52732",1.81671358098255,0.019935356
"2511","BAIAP2L1","Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1","Q9UHR4",1.7108509909684,0.017384503
"2512","NCAPG2","Condensin-2 complex subunit G2","Q86XI2",0.656949327683423,0.012045141
"2513","DDX24","ATP-dependent RNA helicase DDX24","Q9GZR7",1.85120748351998,0.024791129
"2514","NAV1","Neuron navigator 1","Q8NEY1",1.88972908100116,0.027070755
"2515","SUPT7L","STAGA complex 65 subunit gamma","O94864",0.54013246144249,0.025493991
"2516","EXOC1","Exocyst complex component 1","Q9NV70",1.89477004716704,0.028226957
"2517","PDE3B","cGMP-inhibited 3,5-cyclic phosphodiesterase B","Q13370",1.83128918610368,0.025532473
"2518","AKAP13","A-kinase anchor protein 13","Q12802",1.67905143321608,0.019635234
"2519","RUNX2","Runt-related transcription factor 2","Q13950",1.44606623470384,0.012012921
